Time (s),SMU 1 V,SMU 1 I,SMU 1 R,SMU 2 V,SMU 2 I,SMU 2 R
32.133321,5.99979,7.98702e-11,7.51192e+10,0.0999547,2.23691e-07,446842
32.243366,5.99957,7.86781e-11,7.62546e+10,0.0999538,2.11872e-07,471765
32.353412,5.99947,8.10623e-11,7.40106e+10,0.0999549,2.05858e-07,485553
32.463458,5.99947,8.46386e-11,7.08834e+10,0.0999574,2.02587e-07,493406
32.573504,-7.78198e-05,6.31809e-11,-1.2317e+06,0.0999575,2.80082e-08,3.56886e+06
32.683549,-5.94854e-05,8.82149e-11,-674324,0.0999567,3.16286e-08,3.16033e+06
32.793594,-5.34534e-05,8.22544e-11,-649855,0.0999566,3.32558e-08,3.00569e+06
32.903639,-5.21898e-05,8.58307e-11,-608056,0.0999575,3.42464e-08,2.91877e+06
33.013685,-5.22614e-05,8.46386e-11,-617465,0.099957,3.49534e-08,2.85973e+06
33.123731,-4.91858e-05,8.70228e-11,-565206,0.099957,3.55566e-08,2.81121e+06
33.233777,-5.06163e-05,8.58307e-11,-589722,0.0999583,3.60632e-08,2.77175e+06
33.343823,-4.91619e-05,8.70228e-11,-564932,0.099959,3.65245e-08,2.73676e+06
33.453869,-5.09262e-05,8.34465e-11,-610286,0.0999574,3.68452e-08,2.7129e+06
33.563915,-4.8399e-05,8.46386e-11,-571831,0.0999603,3.71277e-08,2.69233e+06
33.673961,5.99985,7.7486e-11,7.74314e+10,0.0999612,2.22117e-07,450039
33.784007,5.99964,7.86781e-11,7.62555e+10,0.0999639,2.10477e-07,474940
33.894052,5.99953,7.7486e-11,7.74272e+10,0.0999635,2.04877e-07,487921
34.004098,5.99953,7.39098e-11,8.11737e+10,0.0999618,2.01298e-07,496586
34.114143,-7.07626e-05,6.07967e-11,-1.16392e+06,0.0999637,2.77984e-08,3.59602e+06
34.224189,-5.30005e-05,8.46386e-11,-626197,0.099964,3.1395e-08,3.18408e+06
34.334234,-4.78268e-05,8.22544e-11,-581449,0.0999652,3.28994e-08,3.03851e+06
34.444279,-4.70877e-05,7.98702e-11,-589552,0.0999627,3.39162e-08,2.94734e+06
34.554325,-4.65155e-05,8.46386e-11,-549577,0.0999624,3.47269e-08,2.87853e+06
34.664370,-4.71592e-05,7.51018e-11,-627937,0.099964,3.53456e-08,2.82819e+06
34.774415,-4.73022e-05,7.86781e-11,-601212,0.0999627,3.5851e-08,2.78828e+06
34.884460,-4.73261e-05,7.98702e-11,-592537,0.0999603,3.62217e-08,2.75968e+06
34.994506,-4.72069e-05,8.10623e-11,-582353,0.0999623,3.65508e-08,2.73489e+06
35.104551,-4.66108e-05,8.34465e-11,-558571,0.0999681,3.69191e-08,2.70776e+06
35.214597,5.99983,7.86781e-11,7.62579e+10,0.0999678,2.21683e-07,450950
35.324642,5.99958,7.7486e-11,7.74279e+10,0.0999655,2.08915e-07,478497
35.434688,5.99951,7.98702e-11,7.51157e+10,0.0999628,2.03416e-07,491420
35.544733,5.99949,7.27177e-11,8.25039e+10,0.0999655,1.99929e-07,500004
35.654778,-7.82967e-05,6.67572e-11,-1.17286e+06,0.0999657,2.75576e-08,3.62752e+06
35.764823,-5.89371e-05,8.10623e-11,-727059,0.099966,3.11697e-08,3.20716e+06
35.874869,-5.19037e-05,8.10623e-11,-640294,0.0999665,3.28004e-08,3.04772e+06
35.984914,-4.7946e-05,7.86781e-11,-609394,0.0999649,3.38137e-08,2.95634e+06
36.094959,-4.49181e-05,9.05991e-11,-495790,0.0999635,3.44729e-08,2.89977e+06
36.205005,-4.50611e-05,7.86781e-11,-572727,0.0999636,3.50022e-08,2.85592e+06
36.315050,-4.41074e-05,8.9407e-11,-493333,0.0999638,3.56185e-08,2.80651e+06
36.425095,-4.71354e-05,8.46386e-11,-556901,0.0999628,3.60692e-08,2.77142e+06
36.535141,-4.93765e-05,8.82149e-11,-559730,0.0999609,3.65031e-08,2.73842e+06
36.645186,-5.05924e-05,8.34465e-11,-606286,0.0999603,3.67534e-08,2.71975e+06
36.755232,5.99983,7.86781e-11,7.62579e+10,0.0999637,2.21337e-07,451636
36.865278,5.99962,8.10623e-11,7.40124e+10,0.0999663,2.09261e-07,477711
36.975324,5.99951,8.10623e-11,7.40111e+10,0.0999645,2.03867e-07,490342
37.085370,5.99949,8.22544e-11,7.29383e+10,0.0999602,2.00245e-07,499188
37.195415,-7.50542e-05,6.91414e-11,-1.08552e+06,0.0999602,2.75135e-08,3.63313e+06
37.305461,-6.08683e-05,8.70228e-11,-699452,0.0999603,3.10779e-08,3.21645e+06
37.415507,-5.43118e-05,8.34465e-11,-650857,0.0999604,3.24976e-08,3.07593e+06
37.525553,-5.29289e-05,8.46386e-11,-625352,0.0999606,3.3524e-08,2.98176e+06
37.635599,-5.40733e-05,8.82149e-11,-612973,0.099961,3.42321e-08,2.92009e+06
37.745644,-5.43833e-05,8.46386e-11,-642535,0.0999595,3.48985e-08,2.86429e+06
37.855690,-5.29051e-05,8.34465e-11,-634000,0.0999595,3.54087e-08,2.82302e+06
37.965736,-5.06639e-05,7.86781e-11,-643939,0.0999595,3.5789e-08,2.79302e+06
38.075782,-4.97818e-05,8.70228e-11,-572055,0.0999599,3.61264e-08,2.76695e+06
38.185828,-4.79698e-05,8.10623e-11,-591765,0.0999596,3.63946e-08,2.74655e+06
38.295874,5.99983,7.7486e-11,7.74312e+10,0.0999613,2.19927e-07,454521
38.405920,5.99961,7.39098e-11,8.11747e+10,0.0999607,2.08361e-07,479747
38.515966,5.99952,7.51018e-11,7.98852e+10,0.0999602,2.03115e-07,492137
38.626012,5.9995,7.27177e-11,8.2504e+10,0.09996,1.99569e-07,500878
38.736058,-7.3123e-05,6.31809e-11,-1.15736e+06,0.0999603,2.72274e-08,3.67131e+06
38.846104,-5.58853e-05,7.62939e-11,-732500,0.0999584,3.08239e-08,3.24288e+06
38.956150,-4.79937e-05,8.58307e-11,-559167,0.0999589,3.23355e-08,3.0913e+06
39.066196,-4.87566e-05,7.62939e-11,-639063,0.0999607,3.33416e-08,2.99807e+06
39.176242,-5.06639e-05,8.82149e-11,-574324,0.0999621,3.40497e-08,2.93577e+06
39.286287,-5.13792e-05,7.98702e-11,-643284,0.0999633,3.46708e-08,2.88321e+06
39.396333,-5.24521e-05,8.22544e-11,-637681,0.0999672,3.50869e-08,2.84914e+06
39.506379,-5.19037e-05,7.51018e-11,-691111,0.0999657,3.54779e-08,2.81769e+06
39.616425,-5.29766e-05,8.34465e-11,-634857,0.0999657,3.58355e-08,2.78957e+06
39.726471,-5.26428e-05,7.39098e-11,-712258,0.0999647,3.60501e-08,2.77294e+06
39.836517,5.99982,7.62939e-11,7.86408e+10,0.0999625,2.19918e-07,454543
39.946563,5.99963,7.39098e-11,8.11751e+10,0.0999643,2.08082e-07,480408
40.056609,5.99953,7.15256e-11,8.38795e+10,0.0999644,2.02712e-07,493135
40.166655,5.9995,7.15256e-11,8.38791e+10,0.0999612,1.98946e-07,502454
40.276700,-7.13825e-05,6.55651e-11,-1.08873e+06,0.0999591,2.7045e-08,3.69603e+06
40.386745,-5.55754e-05,7.03335e-11,-790169,0.0999586,3.04925e-08,3.27813e+06
40.496791,-4.68731e-05,8.70228e-11,-538630,0.0999589,3.19529e-08,3.12832e+06
40.606837,-4.58241e-05,7.27177e-11,-630164,0.0999572,3.29757e-08,3.03124e+06
40.716883,-4.54903e-05,9.05991e-11,-502105,0.0999576,3.37791e-08,2.95915e+06
40.826928,-4.75883e-05,7.86781e-11,-604849,0.0999585,3.44741e-08,2.89952e+06
40.936974,-4.71592e-05,9.29832e-11,-507179,0.0999579,3.49009e-08,2.86405e+06
41.047020,-4.74691e-05,7.27177e-11,-652787,0.0999586,3.53241e-08,2.82976e+06
41.157065,-4.75883e-05,8.82149e-11,-539459,0.0999584,3.56412e-08,2.80458e+06
41.267110,-4.8542e-05,7.15256e-11,-678667,0.0999588,3.59762e-08,2.77847e+06
41.377156,5.9998,8.10623e-11,7.40146e+10,0.0999589,2.19109e-07,456206
41.487202,5.99958,7.51018e-11,7.98859e+10,0.0999582,2.07605e-07,481482
41.597248,5.99949,7.51018e-11,7.98847e+10,0.0999604,2.0213e-07,494535
41.707293,5.99946,7.27177e-11,8.25034e+10,0.0999578,1.98538e-07,503468
41.817338,-8.0061e-05,6.31809e-11,-1.26717e+06,0.0999589,2.69067e-08,3.71502e+06
41.927384,-6.3467e-05,7.62939e-11,-831875,0.0999605,3.04365e-08,3.28423e+06
42.037430,-5.33342e-05,8.10623e-11,-657941,0.0999603,3.19457e-08,3.12907e+06
42.147476,-5.19753e-05,7.15256e-11,-726667,0.0999598,3.28732e-08,3.04077e+06
42.257522,-5.21421e-05,8.22544e-11,-633913,0.0999606,3.36599e-08,2.96972e+06
42.367567,-5.24521e-05,7.15256e-11,-733333,0.0999589,3.42953e-08,2.91465e+06
42.477613,-5.20945e-05,8.34465e-11,-624286,0.0999578,3.46792e-08,2.88236e+06
42.587658,-5.13554e-05,6.67572e-11,-769286,0.0999573,3.51036e-08,2.8475e+06
42.697703,-5.12838e-05,8.34465e-11,-614571,0.0999575,3.54671e-08,2.81831e+06
42.807749,-5.26428e-05,7.27177e-11,-723934,0.0999559,3.58224e-08,2.79032e+06
42.917794,5.9998,7.86781e-11,7.62576e+10,0.0999566,2.18816e-07,456807
43.027839,5.99957,7.15256e-11,8.388e+10,0.0999596,2.07105e-07,482653
43.137885,5.99946,6.91414e-11,8.67709e+10,0.0999604,2.01526e-07,496018
43.247931,5.99947,6.55651e-11,9.1504e+10,0.0999595,1.97929e-07,505027
43.357977,-7.80344e-05,5.96046e-11,-1.3092e+06,0.0999608,2.66838e-08,3.74612e+06
43.468023,-6.37293e-05,7.03335e-11,-906102,0.0999596,3.01659e-08,3.31366e+06
43.578069,-5.72443e-05,7.98702e-11,-716716,0.099961,3.17562e-08,3.14777e+06
43.688115,-5.6386e-05,7.51018e-11,-750794,0.0999592,3.27957e-08,3.04794e+06
43.798160,-5.83649e-05,8.10623e-11,-720000,0.0999591,3.34728e-08,2.98628e+06
43.908206,-5.53608e-05,7.27177e-11,-761311,0.0999599,3.40319e-08,2.93724e+06
44.018251,-5.58853e-05,8.46386e-11,-660282,0.0999605,3.4585e-08,2.89029e+06
44.128297,-5.45025e-05,7.27177e-11,-749508,0.0999627,3.50046e-08,2.8557e+06
44.238343,-5.49555e-05,8.58307e-11,-640278,0.0999648,3.52633e-08,2.83481e+06
44.348389,-5.46455e-05,6.79493e-11,-804211,0.0999681,3.55935e-08,2.8086e+06
44.458434,5.99978,7.15256e-11,8.3883e+10,0.0999658,2.19104e-07,456247
44.568479,5.99956,6.79493e-11,8.82947e+10,0.0999639,2.0743e-07,481916
44.678524,5.99946,6.91414e-11,8.67709e+10,0.0999633,2.01931e-07,495037
44.788569,5.99945,6.4373e-11,9.31983e+10,0.0999631,1.98358e-07,503952
44.898614,-7.74384e-05,6.31809e-11,-1.22566e+06,0.0999672,2.65682e-08,3.76267e+06
45.008660,-5.88179e-05,6.67572e-11,-881071,0.0999686,3.00121e-08,3.33094e+06
45.118705,-5.30481e-05,7.86781e-11,-674242,0.0999698,3.15261e-08,3.17102e+06
45.228751,-5.52177e-05,6.67572e-11,-827143,0.09997,3.26025e-08,3.06633e+06
45.338797,-5.55515e-05,7.86781e-11,-706061,0.0999664,3.32475e-08,3.00674e+06
45.448843,-5.25713e-05,6.31809e-11,-832076,0.0999654,3.38447e-08,2.95365e+06
45.558889,-5.50509e-05,8.10623e-11,-679118,0.0999655,3.42739e-08,2.91667e+06
45.668934,-5.56469e-05,7.03335e-11,-791186,0.0999658,3.47102e-08,2.88002e+06
45.778980,-5.61714e-05,7.86781e-11,-713939,0.0999635,3.51906e-08,2.84063e+06
45.889026,-5.65529e-05,6.07967e-11,-930196,0.0999652,3.53837e-08,2.82518e+06
45.999072,5.99977,6.55651e-11,9.15087e+10,0.0999637,2.18278e-07,457965
46.109117,5.99954,6.4373e-11,9.31996e+10,0.0999624,2.06302e-07,484543
46.219163,5.99945,6.67572e-11,8.98696e+10,0.0999624,2.00669e-07,498147
46.329209,5.99941,6.79493e-11,8.82925e+10,0.0999604,1.97455e-07,506245
46.439255,-8.28743e-05,6.31809e-11,-1.3117e+06,0.0999594,2.64883e-08,3.77372e+06
46.549300,-6.53267e-05,7.27177e-11,-898361,0.0999623,2.99239e-08,3.34055e+06
46.659346,-5.92232e-05,7.98702e-11,-741493,0.0999618,3.14391e-08,3.17954e+06
46.769391,-5.79119e-05,6.67572e-11,-867500,0.099962,3.2438e-08,3.08163e+06
46.879437,-5.57423e-05,8.58307e-11,-649444,0.0999592,3.32201e-08,3.009e+06
46.989483,-5.22137e-05,6.79493e-11,-768421,0.0999629,3.36802e-08,2.968e+06
47.099528,-5.26428e-05,8.46386e-11,-621972,0.0999623,3.41046e-08,2.93105e+06
47.209574,-5.16176e-05,7.03335e-11,-733898,0.0999629,3.45564e-08,2.89275e+06
47.319620,-5.16415e-05,9.05991e-11,-570000,0.0999644,3.48735e-08,2.86649e+06
47.429666,-5.00441e-05,7.03335e-11,-711525,0.0999656,3.50833e-08,2.84938e+06
47.539711,5.99982,8.10623e-11,7.40149e+10,0.0999645,2.17376e-07,459869
47.649757,5.9996,7.62939e-11,7.8638e+10,0.0999617,2.06094e-07,485030
47.759803,5.99952,7.15256e-11,8.38793e+10,0.0999626,2.00598e-07,498322
47.869849,5.9995,6.79493e-11,8.82938e+10,0.0999608,1.97347e-07,506522
47.979895,-7.33614e-05,6.79493e-11,-1.07965e+06,0.0999588,2.62856e-08,3.80279e+06
48.089940,-5.2166e-05,6.31809e-11,-825660,0.0999596,2.97141e-08,3.36405e+06
48.199986,-4.85897e-05,7.98702e-11,-608358,0.0999603,3.10814e-08,3.21608e+06
48.310032,-4.7946e-05,6.31809e-11,-758868,0.0999597,3.20983e-08,3.11417e+06
48.420077,-4.93288e-05,8.22544e-11,-599710,0.0999591,3.2841e-08,3.04373e+06
48.530123,-4.78745e-05,6.55651e-11,-730182,0.0999604,3.34322e-08,2.98994e+06
48.640169,-4.69685e-05,8.46386e-11,-554930,0.0999618,3.38447e-08,2.95354e+06
48.750215,-4.43935e-05,6.79493e-11,-653333,0.0999616,3.4194e-08,2.92337e+06
48.860261,-4.52518e-05,8.82149e-11,-512973,0.0999617,3.45933e-08,2.88962e+06
48.970306,-4.58479e-05,5.84126e-11,-784898,0.0999603,3.4914e-08,2.86304e+06
49.080352,5.99987,7.39098e-11,8.11783e+10,0.099964,2.17142e-07,460362
49.190397,5.99962,6.79493e-11,8.82956e+10,0.0999652,2.05433e-07,486607
49.300443,5.99953,6.67572e-11,8.98709e+10,0.099962,2.0003e-07,499736
49.410489,5.99952,6.55651e-11,9.15048e+10,0.0999619,1.96782e-07,507982
49.520535,-6.89745e-05,6.4373e-11,-1.07148e+06,0.0999643,2.61378e-08,3.82451e+06
49.630581,-5.09977e-05,6.55651e-11,-777818,0.0999659,2.95007e-08,3.38859e+06
49.740627,-4.43697e-05,7.98702e-11,-555522,0.0999667,3.10039e-08,3.22432e+06
49.850673,-4.63486e-05,6.31809e-11,-733585,0.0999665,3.19684e-08,3.12704e+06
49.960719,-4.72784e-05,8.10623e-11,-583235,0.0999665,3.2624e-08,3.0642e+06
50.070765,-4.82082e-05,6.31809e-11,-763019,0.0999645,3.32487e-08,3.00657e+06
50.180810,-4.78268e-05,8.82149e-11,-542162,0.099963,3.36814e-08,2.9679e+06
50.290856,-4.79698e-05,6.31809e-11,-759245,0.0999607,3.40962e-08,2.93172e+06
50.400902,-4.62055e-05,8.22544e-11,-561739,0.09996,3.43776e-08,2.90771e+06
50.510948,-4.69685e-05,6.19888e-11,-757692,0.0999593,3.47304e-08,2.87815e+06
50.620994,5.99985,7.39098e-11,8.11781e+10,0.0999589,2.16322e-07,462084
50.731039,5.99963,7.27177e-11,8.25058e+10,0.0999595,2.04401e-07,489036
50.841084,5.99954,7.39098e-11,8.11738e+10,0.0999572,1.99404e-07,501280
50.951129,5.99951,7.03335e-11,8.53009e+10,0.0999598,1.95681e-07,510831
51.061175,-7.42912e-05,6.4373e-11,-1.15407e+06,0.0999621,2.58708e-08,3.8639e+06
51.171220,-5.71012e-05,6.79493e-11,-840351,0.0999615,2.92182e-08,3.42121e+06
51.281266,-5.04732e-05,8.46386e-11,-596338,0.0999604,3.06761e-08,3.25857e+06
51.391311,-4.98533e-05,6.4373e-11,-774444,0.0999623,3.1606e-08,3.16277e+06
51.501357,-4.92096e-05,7.98702e-11,-616119,0.0999644,3.24738e-08,3.07831e+06
51.611403,-4.58479e-05,6.07967e-11,-754118,0.0999675,3.29244e-08,3.03627e+06
51.721449,-4.51326e-05,8.10623e-11,-556765,0.0999678,3.34394e-08,2.98952e+06
51.831495,-4.62055e-05,7.03335e-11,-656949,0.0999667,3.37982e-08,2.95775e+06
51.941540,-4.63963e-05,9.05991e-11,-512105,0.099964,3.42798e-08,2.91612e+06
52.051586,-4.63724e-05,6.79493e-11,-682456,0.0999675,3.45838e-08,2.89059e+06
52.161632,5.99985,7.86781e-11,7.62581e+10,0.0999664,2.16323e-07,462116
52.271678,5.9996,7.86781e-11,7.6255e+10,0.0999679,2.04297e-07,489325
52.381724,5.99953,7.62939e-11,7.86371e+10,0.099969,1.99124e-07,502045
52.491770,5.99951,7.98702e-11,7.51157e+10,0.0999698,1.95493e-07,511374
52.601815,-7.39574e-05,7.39098e-11,-1.00065e+06,0.0999691,2.58172e-08,3.8722e+06
52.711860,-5.66959e-05,7.51018e-11,-754921,0.099966,2.91991e-08,3.4236e+06
52.821905,-4.9758e-05,8.82149e-11,-564054,0.0999672,3.06582e-08,3.2607e+06
52.931950,-5.12362e-05,7.27177e-11,-704590,0.0999693,3.15177e-08,3.17184e+06
53.041996,-5.05686e-05,9.05991e-11,-558158,0.0999692,3.22223e-08,3.10249e+06
53.152041,-5.13792e-05,7.27177e-11,-706557,0.0999666,3.26836e-08,3.05862e+06
53.262086,-4.97341e-05,8.70228e-11,-571507,0.0999649,3.31676e-08,3.01393e+06
53.372132,-4.96626e-05,6.55651e-11,-757455,0.099965,3.35944e-08,2.97565e+06
53.482178,-4.93288e-05,7.62939e-11,-646563,0.0999668,3.38733e-08,2.9512e+06
53.592223,-4.81606e-05,6.67572e-11,-721429,0.0999677,3.41701e-08,2.92559e+06
53.702269,5.99986,7.86781e-11,7.62583e+10,0.099967,2.15597e-07,463675
53.812315,5.99963,7.62939e-11,7.86384e+10,0.0999639,2.03602e-07,490976
53.922361,5.99952,7.62939e-11,7.8637e+10,0.0999658,1.98357e-07,503969
54.032407,5.99947,7.03335e-11,8.53004e+10,0.0999727,1.94927e-07,512872
54.142453,-7.81775e-05,6.91414e-11,-1.13069e+06,0.0999722,2.55752e-08,3.90896e+06
54.252499,-6.28233e-05,7.51018e-11,-836508,0.099973,2.8944e-08,3.45401e+06
54.362545,-5.50985e-05,8.34465e-11,-660286,0.0999722,3.03745e-08,3.29132e+06
54.472591,-5.36919e-05,7.03335e-11,-763390,0.0999673,3.12662e-08,3.1973e+06
54.582637,-5.64098e-05,8.70228e-11,-648219,0.0999647,3.20601e-08,3.11804e+06
54.692682,-5.44548e-05,7.15256e-11,-761333,0.0999661,3.26157e-08,3.06497e+06
54.802728,-5.29289e-05,8.46386e-11,-625352,0.0999634,3.30281e-08,3.02661e+06
54.912773,-5.00679e-05,7.27177e-11,-688525,0.0999641,3.33941e-08,2.99347e+06
55.022818,-4.92334e-05,8.82149e-11,-558108,0.0999682,3.38042e-08,2.95727e+06
55.132864,-5.05924e-05,7.15256e-11,-707333,0.0999679,3.41201e-08,2.92988e+06
55.242909,5.99981,7.62939e-11,7.86407e+10,0.0999666,2.14775e-07,465449
55.352955,5.99959,7.15256e-11,8.38804e+10,0.0999653,2.03129e-07,492127
55.463000,5.99951,7.62939e-11,7.86368e+10,0.0999641,1.97666e-07,505723
55.573045,5.9995,7.62939e-11,7.86367e+10,0.0999616,1.93944e-07,515415
55.683091,-7.56741e-05,6.67572e-11,-1.13357e+06,0.0999631,2.54118e-08,3.93372e+06
55.793136,-5.67913e-05,6.79493e-11,-835790,0.0999634,2.87521e-08,3.47673e+06
55.903182,-4.81367e-05,8.22544e-11,-585217,0.0999657,3.01158e-08,3.31937e+06
56.013228,-4.64678e-05,6.91414e-11,-672069,0.099967,3.10874e-08,3.21568e+06
56.123273,-4.96149e-05,8.58307e-11,-578056,0.0999643,3.18193e-08,3.14162e+06
56.233318,-4.95434e-05,6.4373e-11,-769630,0.0999668,3.24976e-08,3.07612e+06
56.343363,-5.26428e-05,7.86781e-11,-669091,0.0999647,3.29602e-08,3.03289e+06
56.453409,-5.26905e-05,6.4373e-11,-818519,0.0999653,3.33452e-08,2.99789e+06
56.563455,-5.39064e-05,7.98702e-11,-674925,0.0999659,3.36707e-08,2.96893e+06
56.673501,-5.3072e-05,6.67572e-11,-795000,0.0999634,3.39115e-08,2.94778e+06
56.783547,5.99982,6.67572e-11,8.98753e+10,0.0999635,2.14359e-07,466338
56.893593,5.99959,6.55651e-11,9.15059e+10,0.099966,2.02594e-07,493431
57.003639,5.99951,6.79493e-11,8.82939e+10,0.0999662,1.97433e-07,506329
57.113685,5.99947,6.55651e-11,9.1504e+10,0.0999691,1.93524e-07,516571
57.223731,-7.96795e-05,5.96046e-11,-1.3368e+06,0.0999686,2.53165e-08,3.94876e+06
57.333776,-5.97954e-05,6.91414e-11,-864828,0.0999696,2.87223e-08,3.48056e+06
57.443822,-4.96626e-05,8.70228e-11,-570685,0.0999674,3.01099e-08,3.32009e+06
57.553867,-5.09977e-05,7.03335e-11,-725085,0.0999708,3.0973e-08,3.22768e+06
57.663913,-5.07832e-05,8.82149e-11,-575676,0.0999693,3.15881e-08,3.16478e+06
57.773959,-5.0211e-05,6.67572e-11,-752143,0.0999641,3.21543e-08,3.10889e+06
57.884005,-4.76837e-05,8.46386e-11,-563380,0.0999617,3.25835e-08,3.06787e+06
57.994051,-5.03063e-05,6.4373e-11,-781482,0.0999631,3.29673e-08,3.03219e+06
58.104097,-4.90665e-05,8.22544e-11,-596522,0.0999646,3.33822e-08,2.99455e+06
58.214143,-4.92573e-05,6.55651e-11,-751273,0.0999643,3.37231e-08,2.96427e+06
58.324188,5.99987,6.55651e-11,9.15101e+10,0.0999646,2.13777e-07,467612
58.434234,5.99963,7.15256e-11,8.38809e+10,0.0999654,2.01746e-07,495501
58.544280,5.99954,7.27177e-11,8.25046e+10,0.0999646,1.96533e-07,508640
58.654326,5.99952,6.67572e-11,8.98708e+10,0.0999633,1.92602e-07,519016
58.764371,-7.20501e-05,6.91414e-11,-1.04207e+06,0.0999645,2.49767e-08,4.0023e+06
58.874416,-5.53608e-05,7.15256e-11,-774000,0.0999652,2.823e-08,3.54111e+06
58.984462,-4.87566e-05,8.9407e-11,-545333,0.0999656,2.97582e-08,3.35926e+06
59.094508,-4.78506e-05,6.19888e-11,-771923,0.0999667,3.07143e-08,3.25473e+06
59.204554,-4.78983e-05,8.46386e-11,-565916,0.0999658,3.14367e-08,3.17991e+06
59.314600,-4.76122e-05,6.55651e-11,-726182,0.0999627,3.19815e-08,3.12565e+06
59.424645,-5.19037e-05,8.70228e-11,-596438,0.0999607,3.24893e-08,3.07673e+06
59.534691,-5.20229e-05,6.55651e-11,-793455,0.0999607,3.28338e-08,3.04444e+06
59.644736,-5.15461e-05,8.82149e-11,-584324,0.0999593,3.32618e-08,3.00523e+06
59.754782,-4.8995e-05,6.07967e-11,-805882,0.0999596,3.35455e-08,2.97982e+06
59.864828,5.99984,7.03335e-11,8.53057e+10,0.0999581,2.14082e-07,466915
59.974874,5.99965,6.67572e-11,8.98727e+10,0.0999597,2.02212e-07,494330
60.084920,5.99957,6.55651e-11,9.15055e+10,0.0999589,1.96666e-07,508269
60.194966,5.99954,6.79493e-11,8.82944e+10,0.0999586,1.92916e-07,518145
60.305011,-7.52449e-05,6.55651e-11,-1.14764e+06,0.0999603,2.50053e-08,3.99756e+06
60.415056,-5.40733e-05,6.31809e-11,-855849,0.0999603,2.81823e-08,3.54692e+06
60.525102,-4.92334e-05,8.34465e-11,-590000,0.0999653,2.9614e-08,3.37561e+06
60.635148,-5.06878e-05,6.4373e-11,-787407,0.0999651,3.05355e-08,3.27374e+06
60.745193,-5.00679e-05,8.58307e-11,-583333,0.0999663,3.14248e-08,3.18113e+06
60.855239,-4.86851e-05,5.96046e-11,-816800,0.0999652,3.19374e-08,3.13004e+06
60.965284,-4.82321e-05,7.86781e-11,-613030,0.0999669,3.22926e-08,3.09566e+06
61.075329,-4.57764e-05,5.72205e-11,-800000,0.0999703,3.27253e-08,3.05483e+06
61.185374,-4.83751e-05,8.10623e-11,-596765,0.0999697,3.30949e-08,3.0207e+06
61.295419,-4.78029e-05,6.07967e-11,-786275,0.099968,3.34072e-08,2.99241e+06
61.405464,5.99984,6.4373e-11,9.32043e+10,0.0999645,2.13948e-07,467236
61.515509,5.99962,6.55651e-11,9.15063e+10,0.0999635,2.02196e-07,494390
61.625555,5.99953,6.67572e-11,8.98709e+10,0.0999625,1.96859e-07,507788
61.735601,5.99949,6.55651e-11,9.15043e+10,0.0999622,1.92831e-07,518394
61.845648,-7.72715e-05,6.31809e-11,-1.22302e+06,0.0999614,2.49004e-08,4.01444e+06
61.955693,-5.81741e-05,6.4373e-11,-903704,0.0999627,2.81239e-08,3.55437e+06
62.065739,-5.2762e-05,7.98702e-11,-660597,0.0999641,2.95222e-08,3.38607e+06
62.175784,-5.4431e-05,6.19888e-11,-878077,0.0999629,3.0452e-08,3.28264e+06
62.285830,-5.46694e-05,7.86781e-11,-694849,0.0999637,3.1153e-08,3.2088e+06
62.395875,-5.35965e-05,6.31809e-11,-848302,0.0999611,3.17299e-08,3.15037e+06
62.505921,-5.56231e-05,8.22544e-11,-676232,0.099961,3.21782e-08,3.10649e+06
62.615967,-5.31435e-05,6.4373e-11,-825556,0.0999634,3.26383e-08,3.06276e+06
62.726012,-5.20468e-05,8.34465e-11,-623714,0.0999648,3.29685e-08,3.03213e+06
62.836057,-5.0354e-05,5.96046e-11,-844800,0.0999649,3.3257e-08,3.00583e+06
62.946103,5.99982,7.15256e-11,8.38836e+10,0.0999634,2.13093e-07,469108
63.056149,5.99959,6.79493e-11,8.82952e+10,0.0999642,2.00869e-07,497659
63.166195,5.99952,7.39098e-11,8.11735e+10,0.0999636,1.95874e-07,510347
63.276240,5.99947,6.67572e-11,8.987e+10,0.0999642,1.92567e-07,519114
63.386285,-7.67469e-05,6.91414e-11,-1.11e+06,0.0999651,2.47788e-08,4.03429e+06
63.496330,-5.90563e-05,6.31809e-11,-934717,0.0999639,2.80464e-08,3.56424e+06
63.606376,-4.95911e-05,8.34465e-11,-594286,0.0999628,2.94948e-08,3.38917e+06
63.716422,-4.86851e-05,6.19888e-11,-785385,0.0999608,3.04461e-08,3.28321e+06
63.826468,-5.11885e-05,8.22544e-11,-622319,0.0999612,3.11005e-08,3.21413e+06
63.936513,-5.17845e-05,6.31809e-11,-819623,0.099964,3.16823e-08,3.15521e+06
64.046559,-5.16415e-05,8.22544e-11,-627826,0.0999655,3.21972e-08,3.10479e+06
64.156604,-5.2166e-05,6.19888e-11,-841538,0.0999689,3.25561e-08,3.07067e+06
64.266649,-5.30243e-05,8.70228e-11,-609315,0.0999688,3.28612e-08,3.04215e+06
64.376694,-5.095e-05,6.79493e-11,-749825,0.0999689,3.31092e-08,3.01937e+06
64.486740,5.99983,8.34465e-11,7.19003e+10,0.0999692,2.13299e-07,468682
64.596785,5.99962,7.98702e-11,7.51171e+10,0.0999679,2.01807e-07,495364
64.706831,5.9995,7.86781e-11,7.62537e+10,0.0999634,1.96211e-07,509468
64.816876,5.99947,7.62939e-11,7.86363e+10,0.0999646,1.92469e-07,519379
