Time (s),SMU 1 V,SMU 1 I,SMU 1 R,SMU 2 V,SMU 2 I,SMU 2 R
64.926922,-7.8249e-05,7.27177e-11,-1.07607e+06,0.0999637,2.48206e-08,4.02746e+06
65.036968,-5.94616e-05,7.03335e-11,-845424,0.0999657,2.80488e-08,3.564e+06
65.147013,-5.26667e-05,9.05991e-11,-581316,0.0999674,2.94304e-08,3.39674e+06
65.257059,-5.20706e-05,6.4373e-11,-808889,0.0999673,3.03781e-08,3.29077e+06
65.367104,-5.17845e-05,8.9407e-11,-579200,0.0999656,3.09908e-08,3.22565e+06
65.477150,-5.05686e-05,6.91414e-11,-731379,0.0999651,3.15833e-08,3.16513e+06
65.587195,-5.19037e-05,9.05991e-11,-572895,0.0999663,3.20411e-08,3.11994e+06
65.697240,-4.98533e-05,6.91414e-11,-721035,0.0999676,3.23713e-08,3.08816e+06
65.807285,-4.85897e-05,9.53674e-11,-509500,0.099964,3.27551e-08,3.05186e+06
65.917331,-5.05686e-05,7.27177e-11,-695410,0.0999656,3.304e-08,3.02559e+06
66.027377,5.99981,8.22544e-11,7.29421e+10,0.0999681,2.13302e-07,468668
66.137423,5.99961,7.39098e-11,8.11748e+10,0.0999666,2.01538e-07,496020
66.247469,5.99951,7.7486e-11,7.7427e+10,0.0999654,1.96277e-07,509308
66.357514,5.9995,7.51018e-11,7.98848e+10,0.0999677,1.92463e-07,519411
66.467559,-7.8702e-05,7.7486e-11,-1.01569e+06,0.0999696,2.45869e-08,4.06597e+06
66.577605,-6.02961e-05,7.62939e-11,-790313,0.0999718,2.78294e-08,3.59231e+06
66.687651,-5.23806e-05,9.53674e-11,-549250,0.0999719,2.92587e-08,3.41682e+06
66.797697,-5.03063e-05,7.51018e-11,-669841,0.099969,3.02243e-08,3.30757e+06
66.907743,-5.15461e-05,9.29832e-11,-554359,0.0999687,3.09944e-08,3.22538e+06
67.017789,-5.46694e-05,6.79493e-11,-804561,0.0999674,3.14116e-08,3.18249e+06
67.127835,-5.33104e-05,9.05991e-11,-588421,0.0999652,3.17967e-08,3.14389e+06
67.237881,-5.60045e-05,6.91414e-11,-810000,0.0999681,3.23296e-08,3.09216e+06
67.347927,-5.67198e-05,8.70228e-11,-651781,0.0999673,3.26693e-08,3.05998e+06
67.457972,-5.76019e-05,6.67572e-11,-862857,0.0999694,3.30698e-08,3.02298e+06
67.568017,5.99978,8.22544e-11,7.29417e+10,0.0999665,2.12982e-07,469367
67.678063,5.99958,7.7486e-11,7.74278e+10,0.099966,2.00764e-07,497928
67.788109,5.99949,7.7486e-11,7.74267e+10,0.0999665,1.95163e-07,512219
67.898155,5.99947,6.67572e-11,8.987e+10,0.0999661,1.91797e-07,521208
68.008200,-7.92265e-05,6.79493e-11,-1.16597e+06,0.0999673,2.45357e-08,4.07437e+06
68.118245,-6.27518e-05,6.55651e-11,-957091,0.0999664,2.77567e-08,3.60152e+06
68.228290,-5.62191e-05,8.34465e-11,-673714,0.0999665,2.9192e-08,3.42445e+06
68.338336,-5.76735e-05,6.19888e-11,-930385,0.0999679,3.02112e-08,3.30897e+06
68.448382,-5.63145e-05,8.82149e-11,-638378,0.0999686,3.08967e-08,3.23558e+06
68.558428,-5.64575e-05,6.55651e-11,-861091,0.0999679,3.13592e-08,3.18783e+06
68.668473,-5.71251e-05,8.10623e-11,-704706,0.0999692,3.18396e-08,3.13978e+06
68.778518,-5.65529e-05,6.4373e-11,-878519,0.0999702,3.21543e-08,3.10907e+06
68.888564,-5.30481e-05,8.46386e-11,-626761,0.0999716,3.25799e-08,3.06851e+06
68.998610,-5.18322e-05,6.19888e-11,-836154,0.099971,3.28314e-08,3.04498e+06
69.108656,5.99982,7.27177e-11,8.25084e+10,0.0999727,2.11955e-07,471669
69.218702,5.99962,7.03335e-11,8.53025e+10,0.0999733,2.00405e-07,498856
69.328748,5.99951,7.39098e-11,8.11735e+10,0.0999716,1.95059e-07,512521
69.438794,5.99948,7.15256e-11,8.38788e+10,0.099971,1.91438e-07,522210
69.548839,-7.91073e-05,7.27177e-11,-1.08787e+06,0.0999706,2.45214e-08,4.07688e+06
69.658884,-6.09159e-05,7.15256e-11,-851667,0.0999725,2.77209e-08,3.60639e+06
69.768929,-5.2166e-05,8.70228e-11,-599452,0.099972,2.91181e-08,3.43333e+06
69.878974,-5.01633e-05,6.31809e-11,-793962,0.0999702,3.01039e-08,3.32084e+06
69.989019,-5.03302e-05,8.70228e-11,-578356,0.0999674,3.07453e-08,3.25147e+06
70.099064,-4.85659e-05,6.31809e-11,-768679,0.0999672,3.12972e-08,3.19413e+06
70.209109,-4.84705e-05,8.22544e-11,-589275,0.0999703,3.18527e-08,3.13852e+06
70.319154,-4.75168e-05,6.79493e-11,-699298,0.0999742,3.21317e-08,3.11139e+06
70.429199,-4.8399e-05,9.41753e-11,-513924,0.0999736,3.25418e-08,3.07216e+06
70.539244,-4.75168e-05,6.55651e-11,-724727,0.0999727,3.27349e-08,3.05401e+06
70.649289,5.99986,8.22544e-11,7.29427e+10,0.0999639,2.12375e-07,470696
70.759335,5.99965,7.15256e-11,8.38811e+10,0.0999636,2.00849e-07,497707
70.869380,5.99955,7.51018e-11,7.98855e+10,0.0999629,1.95268e-07,511926
70.979426,5.99955,7.15256e-11,8.38798e+10,0.099964,1.9202e-07,520592
71.089472,-7.03335e-05,7.03335e-11,-1e+06,0.0999652,2.44546e-08,4.08779e+06
71.199517,-5.29528e-05,6.67572e-11,-793214,0.0999628,2.75755e-08,3.62506e+06
71.309563,-4.6277e-05,8.46386e-11,-546761,0.0999686,2.90656e-08,3.43941e+06
71.419609,-4.76122e-05,6.55651e-11,-726182,0.0999649,2.99585e-08,3.33678e+06
71.529655,-4.97103e-05,8.82149e-11,-563514,0.0999646,3.05915e-08,3.26773e+06
71.639700,-4.89235e-05,6.55651e-11,-746182,0.0999664,3.1116e-08,3.2127e+06
71.749745,-4.99249e-05,8.58307e-11,-581667,0.0999658,3.15809e-08,3.16539e+06
71.859790,-4.75645e-05,6.19888e-11,-767308,0.0999654,3.18909e-08,3.13461e+06
71.969835,-4.62532e-05,8.82149e-11,-524324,0.0999621,3.22521e-08,3.0994e+06
72.079881,-4.81844e-05,5.96046e-11,-808400,0.099962,3.25489e-08,3.07113e+06
72.189926,5.99983,7.03335e-11,8.53055e+10,0.099969,2.11606e-07,472430
72.299971,5.99962,6.79493e-11,8.82956e+10,0.0999668,1.99827e-07,500267
72.410016,5.99952,7.62939e-11,7.86369e+10,0.0999654,1.94602e-07,513691
72.520062,5.9995,7.51018e-11,7.98848e+10,0.0999671,1.90697e-07,524220
72.630107,-7.63893e-05,7.39098e-11,-1.03355e+06,0.0999674,2.42853e-08,4.11637e+06
72.740152,-5.91993e-05,7.27177e-11,-814098,0.0999674,2.75183e-08,3.63276e+06
72.850197,-5.05924e-05,9.41753e-11,-537215,0.0999677,2.87902e-08,3.47228e+06
72.960242,-5.22614e-05,6.31809e-11,-827170,0.099967,2.96736e-08,3.36889e+06
73.070287,-5.42641e-05,8.9407e-11,-606933,0.0999667,3.04878e-08,3.27891e+06
73.180332,-5.19991e-05,6.4373e-11,-807778,0.099967,3.10195e-08,3.22272e+06
73.290378,-5.38111e-05,8.70228e-11,-618356,0.0999646,3.14879e-08,3.1747e+06
73.400423,-5.5337e-05,7.03335e-11,-786780,0.0999671,3.18432e-08,3.13936e+06
73.510468,-5.37872e-05,8.70228e-11,-618082,0.0999652,3.22115e-08,3.1034e+06
73.620513,-5.50747e-05,6.4373e-11,-855556,0.0999641,3.25787e-08,3.06839e+06
73.730559,5.99977,7.62939e-11,7.86403e+10,0.0999647,2.11869e-07,471822
73.840604,5.99955,7.27177e-11,8.25047e+10,0.0999648,1.99829e-07,500251
73.950649,5.99945,7.86781e-11,7.62531e+10,0.0999643,1.94528e-07,513881
74.060694,5.9994,7.15256e-11,8.38777e+10,0.0999636,1.90837e-07,523815
74.170739,-8.59499e-05,6.67572e-11,-1.2875e+06,0.0999633,2.42674e-08,4.11923e+06
74.280785,-6.89507e-05,7.27177e-11,-948197,0.0999648,2.74992e-08,3.63519e+06
74.390831,-6.1512e-05,8.46386e-11,-726761,0.0999651,2.88486e-08,3.46516e+06
74.500876,-5.66244e-05,6.67572e-11,-848214,0.0999661,2.97284e-08,3.36265e+06
74.610921,-5.95808e-05,8.34465e-11,-714000,0.0999675,3.04484e-08,3.28317e+06
74.720967,-5.92709e-05,7.15256e-11,-828667,0.0999686,3.09741e-08,3.22749e+06
74.831012,-5.94616e-05,8.70228e-11,-683288,0.0999674,3.1451e-08,3.17851e+06
74.941058,-6.06537e-05,7.51018e-11,-807619,0.0999664,3.18348e-08,3.14016e+06
75.051103,-6.24657e-05,9.05991e-11,-689474,0.099967,3.22151e-08,3.10311e+06
75.161148,-5.95331e-05,7.39098e-11,-805484,0.0999694,3.24643e-08,3.07937e+06
75.271193,5.99974,8.34465e-11,7.18993e+10,0.0999679,2.10996e-07,473791
75.381238,5.99954,7.86781e-11,7.62542e+10,0.0999696,1.99145e-07,501994
75.491284,5.99945,8.10623e-11,7.40104e+10,0.0999696,1.94049e-07,515178
75.601329,5.99943,7.7486e-11,7.7426e+10,0.0999654,1.90452e-07,524884
75.711374,-8.13484e-05,7.15256e-11,-1.13733e+06,0.0999621,2.42186e-08,4.1275e+06
75.821419,-6.23941e-05,7.03335e-11,-887119,0.0999604,2.73859e-08,3.65006e+06
75.931464,-5.40972e-05,8.9407e-11,-605067,0.099962,2.86651e-08,3.48724e+06
76.041510,-5.24998e-05,7.27177e-11,-721967,0.0999627,2.9577e-08,3.37974e+06
76.151555,-5.28336e-05,9.05991e-11,-583158,0.0999623,3.0328e-08,3.29604e+06
76.261601,-5.08785e-05,6.91414e-11,-735862,0.0999609,3.07834e-08,3.24723e+06
76.371646,-5.44548e-05,8.82149e-11,-617297,0.0999605,3.12543e-08,3.1983e+06
76.481692,-5.34534e-05,6.91414e-11,-773103,0.0999612,3.16954e-08,3.15381e+06
76.591738,-5.06878e-05,9.29832e-11,-545128,0.0999601,3.19827e-08,3.12545e+06
76.701784,-5.07832e-05,6.67572e-11,-760714,0.0999599,3.23093e-08,3.09385e+06
76.811829,5.99982,7.86781e-11,7.62578e+10,0.09996,2.10937e-07,473885
76.921874,5.9996,7.27177e-11,8.25054e+10,0.0999592,1.99424e-07,501239
77.031920,5.9995,7.39098e-11,8.11733e+10,0.0999594,1.94205e-07,514710
77.141966,5.99946,7.15256e-11,8.38785e+10,0.0999567,1.90403e-07,524973
77.252011,-8.1706e-05,7.03335e-11,-1.16169e+06,0.0999573,2.41685e-08,4.13585e+06
77.362056,-6.36816e-05,7.51018e-11,-847937,0.0999567,2.73168e-08,3.65916e+06
77.472101,-5.58853e-05,8.58307e-11,-651111,0.0999555,2.87402e-08,3.4779e+06
77.582146,-5.67913e-05,6.55651e-11,-866182,0.0999556,2.96187e-08,3.37474e+06
77.692191,-5.70774e-05,8.46386e-11,-674366,0.09996,3.01754e-08,3.31263e+06
77.802236,-5.7745e-05,6.91414e-11,-835172,0.0999606,3.07095e-08,3.25504e+06
77.912282,-5.67198e-05,8.82149e-11,-642973,0.0999611,3.1178e-08,3.20614e+06
78.022327,-5.66483e-05,6.79493e-11,-833684,0.0999604,3.15046e-08,3.17288e+06
78.132372,-5.64814e-05,8.82149e-11,-640270,0.0999606,3.18539e-08,3.1381e+06
78.242417,-5.60045e-05,6.55651e-11,-854182,0.0999601,3.21865e-08,3.10565e+06
78.352463,5.99976,7.7486e-11,7.74302e+10,0.0999563,2.10524e-07,474798
78.462509,5.99952,7.27177e-11,8.25044e+10,0.0999554,1.98864e-07,502632
78.572555,5.99944,7.62939e-11,7.86359e+10,0.0999506,1.9377e-07,515821
78.682601,5.99941,6.91414e-11,8.67702e+10,0.0999472,1.90039e-07,525931
78.792647,-8.37088e-05,6.79493e-11,-1.23193e+06,0.0999474,2.4122e-08,4.14341e+06
78.902692,-6.52313e-05,7.27177e-11,-897049,0.0999471,2.7324e-08,3.65786e+06
79.012737,-5.65767e-05,8.70228e-11,-650137,0.0999486,2.86591e-08,3.4875e+06
79.122783,-5.4574e-05,7.03335e-11,-775932,0.0999512,2.9465e-08,3.3922e+06
79.232828,-5.46932e-05,9.29832e-11,-588205,0.099956,3.01862e-08,3.31132e+06
79.342874,-5.55754e-05,6.79493e-11,-817895,0.0999557,3.07798e-08,3.24744e+06
79.452920,-5.77688e-05,9.29832e-11,-621282,0.0999532,3.12197e-08,3.2016e+06
79.562965,-5.67436e-05,7.15256e-11,-793333,0.0999498,3.16179e-08,3.16118e+06
79.673010,-5.59807e-05,8.82149e-11,-634595,0.0999503,3.20041e-08,3.12304e+06
79.783055,-5.50985e-05,7.27177e-11,-757705,0.0999509,3.22592e-08,3.09837e+06
79.893100,5.9998,8.10623e-11,7.40147e+10,0.0999504,2.1052e-07,474778
80.003145,5.99957,7.51018e-11,7.98858e+10,0.0999504,1.98503e-07,503522
80.113191,5.99949,7.51018e-11,7.98848e+10,0.0999509,1.92976e-07,517945
80.223236,5.99949,7.15256e-11,8.3879e+10,0.0999519,1.89353e-07,527860
80.333281,-7.53164e-05,7.62939e-11,-987188,0.0999553,2.39694e-08,4.17012e+06
80.443326,-5.83172e-05,6.79493e-11,-858246,0.099954,2.70402e-08,3.69649e+06
80.553372,-5.00441e-05,8.82149e-11,-567297,0.099953,2.84207e-08,3.51691e+06
80.663417,-5.08547e-05,5.84126e-11,-870612,0.0999533,2.92969e-08,3.41174e+06
80.773463,-5.20945e-05,8.34465e-11,-624286,0.0999551,2.99036e-08,3.34257e+06
80.883508,-5.20229e-05,6.4373e-11,-808148,0.0999569,3.04961e-08,3.27769e+06
80.993554,-5.30005e-05,8.22544e-11,-644348,0.0999572,3.09789e-08,3.22662e+06
81.103599,-5.43356e-05,5.96046e-11,-911600,0.0999579,3.13127e-08,3.19225e+06
81.213645,-5.53846e-05,8.10623e-11,-683235,0.0999549,3.16036e-08,3.16277e+06
81.323691,-5.4431e-05,6.31809e-11,-861510,0.0999546,3.17502e-08,3.14816e+06
81.433736,5.9998,7.62939e-11,7.86406e+10,0.0999532,2.09619e-07,476833
81.543781,5.99958,7.51018e-11,7.98859e+10,0.0999534,1.97873e-07,505139
81.653827,5.99949,6.91414e-11,8.67713e+10,0.0999535,1.92875e-07,518230
81.763872,5.99945,7.03335e-11,8.53001e+10,0.099954,1.88669e-07,529785
81.873918,-8.14915e-05,6.67572e-11,-1.22071e+06,0.0999513,2.3849e-08,4.191e+06
81.983963,-6.62327e-05,6.4373e-11,-1.02889e+06,0.0999503,2.69878e-08,3.70354e+06
82.094008,-5.73635e-05,8.22544e-11,-697391,0.0999524,2.83849e-08,3.52132e+06
82.204054,-5.39541e-05,5.36442e-11,-1.00578e+06,0.0999526,2.92528e-08,3.41686e+06
82.314099,-5.35011e-05,7.51018e-11,-712381,0.0999513,2.98774e-08,3.34538e+06
82.424145,-5.36919e-05,5.60284e-11,-958298,0.0999512,3.04055e-08,3.28727e+06
82.534190,-5.31912e-05,8.10623e-11,-656176,0.0999517,3.08657e-08,3.23828e+06
82.644236,-5.33342e-05,5.36442e-11,-994222,0.099951,3.12185e-08,3.20166e+06
82.754281,-5.20468e-05,8.58307e-11,-606389,0.0999528,3.15118e-08,3.17192e+06
82.864327,-5.32866e-05,5.84126e-11,-912245,0.0999532,3.18742e-08,3.13587e+06
82.974373,-5.14984e-05,8.22544e-11,-626087,0.0999549,3.21305e-08,3.11091e+06
83.084419,-5.04971e-05,6.07967e-11,-830588,0.0999542,3.23236e-08,3.0923e+06
83.194465,-4.97103e-05,8.82149e-11,-563514,0.0999526,3.26204e-08,3.06411e+06
83.304510,-4.8542e-05,6.4373e-11,-754074,0.0999531,3.27432e-08,3.05264e+06
83.414556,-4.81606e-05,8.22544e-11,-585507,0.0999555,3.29483e-08,3.03371e+06
83.524601,-4.95672e-05,6.07967e-11,-815294,0.0999533,3.32105e-08,3.00969e+06
83.634647,-5.14984e-05,8.46386e-11,-608451,0.0999512,3.3375e-08,2.99479e+06
83.744693,-4.96149e-05,6.55651e-11,-756727,0.0999499,3.3462e-08,2.98696e+06
83.854739,-4.99487e-05,8.9407e-11,-558667,0.0999523,3.36111e-08,2.97379e+06
83.964785,-5.01394e-05,6.31809e-11,-793585,0.0999532,3.38364e-08,2.95402e+06
84.074831,-4.99725e-05,8.9407e-11,-558933,0.0999544,3.39532e-08,2.94389e+06
84.184877,-4.84467e-05,6.55651e-11,-738909,0.0999541,3.41225e-08,2.92927e+06
84.294922,-4.66585e-05,9.17912e-11,-508312,0.0999572,3.41988e-08,2.92283e+06
84.404968,-4.81129e-05,6.07967e-11,-791373,0.0999556,3.43776e-08,2.90758e+06
84.515014,-4.82798e-05,8.82149e-11,-547297,0.0999547,3.44384e-08,2.90242e+06
84.625060,-4.66585e-05,6.55651e-11,-711636,0.0999526,3.45552e-08,2.89255e+06
84.735106,-4.74691e-05,9.05991e-11,-523947,0.0999529,3.4672e-08,2.88281e+06
84.845152,-4.97818e-05,6.19888e-11,-803077,0.0999554,3.47793e-08,2.87399e+06
84.955197,-5.09977e-05,8.70228e-11,-586027,0.0999546,3.48556e-08,2.86768e+06
85.065243,-4.95195e-05,6.19888e-11,-798846,0.0999555,3.50177e-08,2.85442e+06
85.175289,-5.09262e-05,8.70228e-11,-585206,0.0999563,3.51679e-08,2.84226e+06
85.285334,-4.93288e-05,6.19888e-11,-795769,0.0999611,3.51441e-08,2.84432e+06
85.395380,-4.74453e-05,8.46386e-11,-560563,0.099957,3.51572e-08,2.84314e+06
85.505426,-4.89473e-05,5.72205e-11,-855417,0.0999577,3.53277e-08,2.82944e+06
85.615471,-5.02825e-05,8.58307e-11,-585833,0.0999547,3.54457e-08,2.81994e+06
85.725516,-4.93765e-05,5.84126e-11,-845306,0.0999555,3.54815e-08,2.81712e+06
85.835562,-5.15699e-05,8.82149e-11,-584595,0.0999568,3.55923e-08,2.80838e+06
85.945608,-9.9996,5.36442e-11,-1.86406e+11,0.0999582,1.52707e-09,6.54575e+07
86.055653,-9.9996,6.19888e-11,-1.61313e+11,0.0999572,2.03729e-09,4.90639e+07
86.165699,-9.99978,6.4373e-11,-1.55341e+11,0.0999598,2.32935e-09,4.29132e+07
86.275745,-9.9998,6.07967e-11,-1.64479e+11,0.0999612,2.56896e-09,3.89112e+07
86.385790,3.71933e-06,6.67572e-11,55714.3,0.0999632,7.95948e-08,1.2559e+06
86.495836,-2.38419e-07,7.39098e-11,-3225.81,0.0999629,6.70552e-08,1.49075e+06
86.605882,-1.93596e-05,6.79493e-11,-284912,0.0999613,6.26421e-08,1.59575e+06
86.715927,-2.69651e-05,8.22544e-11,-327826,0.0999631,6.01304e-08,1.66244e+06
86.825973,-2.82764e-05,6.4373e-11,-439259,0.0999624,5.83398e-08,1.71345e+06
86.936019,-3.10183e-05,8.34465e-11,-371714,0.0999609,5.70881e-08,1.75099e+06
87.046064,-3.28302e-05,6.31809e-11,-519623,0.0999584,5.58925e-08,1.7884e+06
87.156110,-3.72887e-05,8.58307e-11,-434444,0.0999587,5.5089e-08,1.81449e+06
87.266155,-4.01258e-05,6.31809e-11,-635094,0.0999581,5.43523e-08,1.83908e+06
87.376201,-4.34876e-05,8.58307e-11,-506667,0.0999581,5.38206e-08,1.85725e+06
87.486247,-9.99964,5.36442e-11,-1.86407e+11,0.0999609,1.74403e-09,5.7316e+07
87.596293,-9.99965,5.84126e-11,-1.7119e+11,0.0999603,2.28167e-09,4.38102e+07
87.706338,-9.9998,6.07967e-11,-1.64479e+11,0.0999594,2.58327e-09,3.8695e+07
87.816383,-9.99981,6.19888e-11,-1.61316e+11,0.0999595,2.81572e-09,3.55005e+07
87.926428,2.86102e-06,7.27177e-11,39344.3,0.0999588,9.1995e-08,1.08657e+06
88.036473,-2.40803e-06,7.03335e-11,-34237.3,0.0999601,7.88784e-08,1.26727e+06
88.146519,-2.28643e-05,6.4373e-11,-355185,0.0999603,7.41303e-08,1.34844e+06
88.256564,-2.59876e-05,7.98702e-11,-325373,0.0999595,7.10928e-08,1.40604e+06
88.366609,-2.57254e-05,5.84126e-11,-440408,0.0999582,6.91473e-08,1.44558e+06
88.476655,-2.69413e-05,7.62939e-11,-353125,0.0999593,6.76787e-08,1.47697e+06
88.586701,-2.85864e-05,5.48363e-11,-521304,0.0999609,6.63435e-08,1.50672e+06
88.696746,-3.25203e-05,8.10623e-11,-401176,0.0999591,6.54256e-08,1.52783e+06
88.806791,-3.55005e-05,5.60284e-11,-633617,0.0999589,6.45614e-08,1.54828e+06
88.916837,-3.70741e-05,8.46386e-11,-438028,0.0999579,6.37186e-08,1.56874e+06
89.026883,-9.99966,5.48363e-11,-1.82355e+11,0.0999589,1.90735e-09,5.24072e+07
89.136928,-9.99968,5.84126e-11,-1.71191e+11,0.0999597,2.47478e-09,4.03913e+07
89.246974,-9.99982,5.48363e-11,-1.82358e+11,0.0999592,2.78831e-09,3.58494e+07
89.357020,-9.99986,6.19888e-11,-1.61317e+11,0.099959,3.02434e-09,3.30515e+07
89.467066,1.93119e-06,7.27177e-11,26557.4,0.0999587,1.00824e-07,991422
89.577111,-1.90735e-06,6.79493e-11,-28070.2,0.0999591,8.72099e-08,1.14619e+06
89.687157,-2.11477e-05,6.55651e-11,-322545,0.09996,8.19612e-08,1.2196e+06
89.797202,-2.4581e-05,8.22544e-11,-298841,0.0999564,7.87604e-08,1.26912e+06
89.907248,-2.37703e-05,6.55651e-11,-362545,0.0999553,7.6549e-08,1.30577e+06
90.017293,-2.35319e-05,8.34465e-11,-282000,0.0999553,7.5109e-08,1.3308e+06
90.127339,-2.57254e-05,6.4373e-11,-399630,0.0999577,7.35962e-08,1.35819e+06
90.237385,-2.67267e-05,8.34465e-11,-320286,0.0999595,7.21765e-08,1.38493e+06
90.347430,-3.12328e-05,6.55651e-11,-476364,0.0999598,7.12049e-08,1.40383e+06
90.457476,-3.27826e-05,8.46386e-11,-387324,0.0999586,7.03752e-08,1.42037e+06
90.567521,-9.99964,6.19888e-11,-1.61314e+11,0.0999591,1.99676e-09,5.00608e+07
90.677567,-9.99966,6.79493e-11,-1.47164e+11,0.0999547,2.5928e-09,3.85508e+07
90.787612,-9.99979,6.91414e-11,-1.44628e+11,0.0999558,2.90632e-09,3.43925e+07
90.897657,-9.9998,6.55651e-11,-1.52517e+11,0.0999568,3.1507e-09,3.17252e+07
91.007703,8.15392e-06,7.7486e-11,105231,0.099957,1.06937e-07,934731
91.117749,-4.29153e-07,7.39098e-11,-5806.45,0.0999596,9.28831e-08,1.07619e+06
91.227795,-2.2006e-05,6.79493e-11,-323860,0.0999587,8.7471e-08,1.14276e+06
91.337840,-2.66314e-05,9.05991e-11,-293947,0.0999598,8.42965e-08,1.18581e+06
91.447886,-2.95162e-05,7.03335e-11,-419661,0.0999608,8.20601e-08,1.21814e+06
91.557931,-3.24249e-05,9.17912e-11,-353247,0.0999615,8.04889e-08,1.24193e+06
91.667977,-3.22104e-05,6.67572e-11,-482500,0.0999639,7.91204e-08,1.26344e+06
91.778023,-3.29494e-05,8.22544e-11,-400580,0.099965,7.79033e-08,1.28319e+06
91.888068,-3.41415e-05,6.31809e-11,-540377,0.0999641,7.64608e-08,1.30739e+06
91.998114,-3.67165e-05,8.34465e-11,-440000,0.0999636,7.52342e-08,1.3287e+06
92.108159,-9.99963,5.48363e-11,-1.82354e+11,0.0999639,2.08735e-09,4.78902e+07
92.218205,-9.99966,5.96046e-11,-1.67766e+11,0.0999643,2.67744e-09,3.73358e+07
92.328251,-9.99979,6.07967e-11,-1.64479e+11,0.099965,3.01957e-09,3.31057e+07
92.438297,-9.9998,6.4373e-11,-1.55341e+11,0.0999641,3.26872e-09,3.05821e+07
92.548342,5.48363e-06,7.39098e-11,74193.5,0.0999644,1.12044e-07,892192
92.658387,1.85966e-06,7.86781e-11,23636.4,0.0999644,9.81963e-08,1.01801e+06
92.768432,-1.87159e-05,7.39098e-11,-253226,0.0999641,9.26948e-08,1.07842e+06
92.878477,-2.08139e-05,8.22544e-11,-253044,0.099964,8.92019e-08,1.12065e+06
92.988523,-2.25306e-05,7.27177e-11,-309836,0.0999659,8.66425e-08,1.15377e+06
93.098569,-2.34842e-05,8.9407e-11,-262667,0.099966,8.47542e-08,1.17948e+06
93.208615,-2.24113e-05,6.91414e-11,-324138,0.0999691,8.35896e-08,1.19595e+06
93.318660,-2.72274e-05,8.82149e-11,-308649,0.0999683,8.2413e-08,1.21302e+06
93.428706,-3.27349e-05,7.15256e-11,-457667,0.0999678,8.12781e-08,1.22995e+06
93.538751,-3.6788e-05,9.77516e-11,-376341,0.0999678,8.01694e-08,1.24696e+06
93.648797,-9.99963,6.91414e-11,-1.44626e+11,0.0999681,2.17676e-09,4.59251e+07
93.758842,-9.99966,7.7486e-11,-1.29051e+11,0.0999671,2.80857e-09,3.55936e+07
93.868888,-9.99979,7.15256e-11,-1.39807e+11,0.0999663,3.15428e-09,3.16923e+07
93.978933,-9.99981,7.39098e-11,-1.35298e+11,0.0999681,3.40343e-09,2.93728e+07
94.088979,4.02927e-06,8.10623e-11,49705.9,0.0999658,1.16625e-07,857157
94.199025,-1.09673e-06,7.62939e-11,-14375,0.0999661,1.02323e-07,976963
94.309071,-2.35081e-05,7.15256e-11,-328667,0.0999688,9.68766e-08,1.03192e+06
94.419117,-2.87533e-05,8.82149e-11,-325946,0.0999664,9.35388e-08,1.06872e+06
94.529162,-2.59638e-05,7.39098e-11,-351290,0.0999672,9.09901e-08,1.09866e+06
94.639208,-2.72036e-05,8.9407e-11,-304267,0.0999672,8.89421e-08,1.12396e+06
94.749253,-2.60592e-05,6.67572e-11,-390357,0.0999665,8.71158e-08,1.14751e+06
94.859299,-2.67744e-05,8.34465e-11,-320857,0.0999682,8.58462e-08,1.1645e+06
94.969344,-2.94924e-05,6.67572e-11,-441786,0.099963,8.49092e-08,1.17729e+06
95.079389,-3.42607e-05,8.58307e-11,-399167,0.0999626,8.38578e-08,1.19205e+06
95.189435,-9.99959,6.19888e-11,-1.61313e+11,0.0999621,2.25902e-09,4.42503e+07
95.299481,-9.99959,6.4373e-11,-1.55338e+11,0.0999631,2.89679e-09,3.45083e+07
95.409527,-9.99973,6.91414e-11,-1.44627e+11,0.0999621,3.23534e-09,3.08969e+07
95.519573,-9.99978,6.31809e-11,-1.58272e+11,0.099962,3.48806e-09,2.86583e+07
95.629619,9.27448e-06,7.7486e-11,119692,0.0999622,1.20001e-07,833013
95.739664,3.0756e-06,7.51018e-11,40952.4,0.0999613,1.05586e-07,946728
95.849709,-1.74522e-05,6.67572e-11,-261429,0.0999638,1.00014e-07,999496
95.959755,-2.2912e-05,8.34465e-11,-274571,0.0999639,9.66632e-08,1.03415e+06
96.069801,-2.47478e-05,6.79493e-11,-364211,0.0999655,9.4111e-08,1.06221e+06
96.179847,-2.67506e-05,8.34465e-11,-320571,0.0999649,9.20892e-08,1.08552e+06
96.289893,-2.77042e-05,7.39098e-11,-374839,0.0999624,9.04524e-08,1.10514e+06
96.399939,-2.96831e-05,8.70228e-11,-341096,0.0999629,8.91161e-08,1.12172e+06
96.509985,-2.98262e-05,7.15256e-11,-417000,0.0999614,8.81195e-08,1.13438e+06
96.620031,-3.27349e-05,9.29832e-11,-352051,0.0999609,8.69644e-08,1.14945e+06
96.730076,-9.99959,6.4373e-11,-1.55338e+11,0.09996,2.30074e-09,4.34469e+07
96.840122,-9.99959,7.15256e-11,-1.39804e+11,0.0999622,2.94924e-09,3.38942e+07
96.950168,-9.99973,6.67572e-11,-1.49793e+11,0.0999621,3.29971e-09,3.02942e+07
97.060213,-9.99977,6.91414e-11,-1.44628e+11,0.0999636,3.57032e-09,2.79985e+07
97.170259,6.1512e-06,7.51018e-11,81904.8,0.0999632,1.22612e-07,815284
